time_s,I_L_mot_A
1.0363e-07,0.0012705606495999999
1.0364e-07,0.0012708301255999997
1.0364999999999999e-07,0.0012710388943999998
1.0365999999999999e-07,0.0012711869316
1.0366999999999999e-07,0.0012712742431999998
1.0368e-07,0.0012713008132000001
1.0369e-07,0.0012712666476000002
1.037e-07,0.0012711717520000002
1.0371e-07,0.0012710161264
1.0371999999999999e-07,0.0012707997708
1.0372999999999999e-07,0.0012705227068000003
1.0373999999999999e-07,0.0012701849500000003
1.0375e-07,0.0012697865032
1.0376e-07,0.0012693273952000003
1.0377e-07,0.0012688076444000002
1.0378e-07,0.0012682272824000003
1.0378999999999999e-07,0.0012675863276000003
1.0379999999999999e-07,0.0012668848116000006
1.0380999999999999e-07,0.0012661227744000005
1.0382e-07,0.001265300256
1.0383e-07,0.0012644172820000007
1.0384e-07,0.0012634739012000007
1.0385e-07,0.0012624701664000007
1.0385999999999999e-07,0.0012614061132000007
1.0386999999999999e-07,0.0012602818004000006
1.0387999999999999e-07,0.0012590972764000008
1.0389e-07,0.0012578526028000003
1.039e-07,0.0012565478424000009
1.0391e-07,0.0012551830480000009
1.0392e-07,0.001253758291200001
1.0392999999999999e-07,0.001252273637600001
1.0393999999999999e-07,0.001250729154400001
1.0394999999999999e-07,0.001249124926000001
1.0396e-07,0.0012474610208000004
1.0397e-07,0.001245737527600001
1.0398e-07,0.0012439545176000013
1.0399e-07,0.0012421120796000011
1.0399999999999999e-07,0.0012402103064000011
1.0400999999999999e-07,0.0012382492808000012
1.0401999999999999e-07,0.0012362291044000012
1.0403e-07,0.0012341498656000005
1.0404e-07,0.0012320116732000015
1.0405e-07,0.0012298146256000014
1.0406e-07,0.0012275588272000015
1.0406999999999999e-07,0.0012252443880000014
1.0407999999999999e-07,0.0012228714108000016
1.0408999999999999e-07,0.0012204400172000016
1.041e-07,0.0012179503228000007
1.0411e-07,0.0012154024448000017
1.0412e-07,0.0012127965032000016
1.0413e-07,0.0012101326252000016
1.0413999999999999e-07,0.0012074109408000016
1.0414999999999999e-07,0.0012046315728000017
1.0415999999999999e-07,0.001201794662800002
1.0417e-07,0.0011989003392000007
1.0418e-07,0.0011959487436000017
1.0419e-07,0.001192940018800002
1.0419999999999999e-07,0.001189874304800002
1.0420999999999999e-07,0.001186751748800002
1.0421999999999999e-07,0.001183572500800002
1.0422999999999999e-07,0.0011803367108000021
1.0424e-07,0.0011770445360000008
1.0425e-07,0.001173696136400002
1.0426e-07,0.0011702916720000023
1.0426999999999999e-07,0.0011668312956000023
1.0427999999999999e-07,0.0011633151860000023
1.0428999999999999e-07,0.0011597435044000024
1.0429999999999999e-07,0.0011561164152000024
1.0431e-07,0.001152434102800001
1.0432e-07,0.0011486967428000023
1.0433e-07,0.0011449045052000025
1.0433999999999999e-07,0.0011410575744000026
1.0434999999999999e-07,0.0011371561404000027
1.0435999999999999e-07,0.0011332003860000026
1.0436999999999999e-07,0.0011291904984000027
1.0438e-07,0.001125126667600001
1.0439e-07,0.0011210090908000026
1.044e-07,0.0011168379680000027
1.0440999999999999e-07,0.0011126134920000027
1.0441999999999999e-07,0.0011083358672000028
1.0442999999999999e-07,0.0011040053036000027
1.0443999999999999e-07,0.0010996220040000028
1.0445e-07,0.0010951861684000011
1.0446e-07,0.001090698025600003
1.0447e-07,0.0010861577796000027
1.0447999999999999e-07,0.0010815656492000028
1.0448999999999999e-07,0.001076921857200003
1.0449999999999999e-07,0.001072226616400003
1.0450999999999999e-07,0.0010674801656000077
1.0452e-07,0.0010626827188000031
1.0453e-07,0.0010578345120000033
1.0454e-07,0.0010529357736000031
1.0454999999999999e-07,0.001047986738000003
1.0455999999999999e-07,0.0010429876452000032
1.0456999999999999e-07,0.0010379387352000033
1.0457999999999999e-07,0.0010328402408000081
1.0459e-07,0.0010276924136000034
1.046e-07,0.0010224954992000034
1.0461e-07,0.0010172497376000034
1.0461999999999999e-07,0.0010119553904000033
1.0462999999999999e-07,0.0010066126988000034
1.0463999999999999e-07,0.0010012219302400034
1.0464999999999999e-07,0.0009957833372000087
1.0466e-07,0.0009902971779600035
1.0467e-07,0.0009847637168000035
1.0468e-07,0.0009791832177200037
1.0468999999999999e-07,0.0009735559468800036
1.0469999999999999e-07,0.0009678821734400037
1.0470999999999999e-07,0.0009621621681200036
1.0471999999999999e-07,0.0009563962055200092
1.0473e-07,0.0009505845602000037
1.0474e-07,0.0009447275097600038
1.0475e-07,0.0009388253346400038
1.0475999999999999e-07,0.0009328783165600038
1.0476999999999999e-07,0.0009268867396800038
1.0477999999999999e-07,0.0009208508904400038
1.0478999999999999e-07,0.0009147710580000097
1.048e-07,0.0009086475316400039
1.0481e-07,0.000902480603960004
1.0482e-07,0.0008962705704000039
1.0482999999999999e-07,0.0008900177276800039
1.0483999999999999e-07,0.0008837223742400041
1.0484999999999999e-07,0.000877384811240004
1.0485999999999999e-07,0.0008710053414000101
1.0487e-07,0.000864584269160004
1.0488e-07,0.0008581219024000041
1.0489e-07,0.0008516185486800042
1.0489999999999999e-07,0.0008450745193200042
1.0490999999999999e-07,0.0008384901266000042
1.0491999999999999e-07,0.0008318656854000042
1.0492999999999999e-07,0.0008252015131600106
1.0494e-07,0.0008184979271600042
1.0495e-07,0.0008117552480000043
1.0496e-07,0.0008049737976800044
1.0496999999999999e-07,0.0007981539010800044
1.0497999999999999e-07,0.0007912958834800043
1.0498999999999999e-07,0.0007844000720400044
1.0499999999999999e-07,0.0007774667976400111
1.0501e-07,0.0007704963901200045
1.0502e-07,0.0007634891835200044
1.0503e-07,0.0007564455124000045
1.0503999999999999e-07,0.0007493657129200045
1.0504999999999999e-07,0.0007422501242400045
1.0505999999999999e-07,0.0007350990856400045
1.0506999999999999e-07,0.0007279129382800115
1.0508e-07,0.0007206920270400046
1.0509e-07,0.0007134366957600046
1.051e-07,0.0007061472917600046
1.0510999999999999e-07,0.0006988241633200047
1.0511999999999999e-07,0.0006914676598800047
1.0512999999999999e-07,0.0006840781328800047
1.0513999999999999e-07,0.0006766559357600119
1.0515e-07,0.0006692014239600048
1.0516e-07,0.0006617149520400048
1.0517e-07,0.0006541968783200048
1.0517999999999999e-07,0.0006466475628000048
1.0518999999999999e-07,0.0006390673654800049
1.0519999999999999e-07,0.0006314566485200048
1.0520999999999999e-07,0.0006238157756400122
1.0522e-07,0.0006161451122800049
1.0523e-07,0.0006084450244400048
1.0524e-07,0.000600715880280005
1.0524999999999999e-07,0.0005929580495200049
1.0525999999999999e-07,0.000585171902160005
1.0526999999999999e-07,0.0005773578103600049
1.0527999999999999e-07,0.0005695161471200125
1.0529e-07,0.000561647288320005
1.053e-07,0.000553751608800005
1.0531e-07,0.000545829486160005
1.0531999999999999e-07,0.000537881299400005
1.0532999999999999e-07,0.000529907427520005
1.0533999999999999e-07,0.0005219082516800051
1.0534999999999999e-07,0.0005138841546000127
1.0536e-07,0.0005058355192800051
1.0537e-07,0.0004977627301600052
1.0538e-07,0.0004896661729600052
1.0538999999999999e-07,0.0004815462351200052
1.0539999999999999e-07,0.0004734033039200052
1.0540999999999999e-07,0.0004652377692400052
1.0541999999999999e-07,0.00045705001992001304
1.0543e-07,0.00044884044828000523
1.0544e-07,0.00044060944616000527
1.0545e-07,0.00043235740672000524
1.0545999999999999e-07,0.00042408472468000527
1.0546999999999999e-07,0.00041579179432000527
1.0547999999999999e-07,0.0004074790132400053
1.0548999999999999e-07,0.00039914677756001325
1.055e-07,0.0003907954858800053
1.0551e-07,0.0003824255374800053
1.0552e-07,0.0003740373313600053
1.0552999999999999e-07,0.0003656312686800053
1.0553999999999999e-07,0.00035720775144000534
1.0554999999999999e-07,0.0003487671816400054
1.0555999999999999e-07,0.00034030996344001343
1.0557e-07,0.0003318364996800054
1.0558e-07,0.0003233471959600054
1.0559e-07,0.0003148424578400054
1.0559999999999999e-07,0.0003063226910400054
1.0560999999999999e-07,0.0002977883037200054
1.0561999999999999e-07,0.00028923970272000545
1.0562999999999999e-07,0.00028067729620001364
1.0564e-07,0.00027210149460000544
1.0565e-07,0.0002635127067600055
1.0566e-07,0.0002549113428400055
1.0566999999999999e-07,0.00024629781456000547
1.0567999999999999e-07,0.00023767253320000547
1.0568999999999999e-07,0.00022903591048000548
1.057e-07,0.0002203883584000023
1.0571e-07,0.0002117302918400055
1.0572e-07,0.0002030621232000055
1.0573e-07,0.00019438426708000552
1.0573999999999999e-07,0.00018569713804000553
1.0574999999999999e-07,0.00017700115152000554
1.0575999999999999e-07,0.00016829672208000553
1.0577e-07,0.0001595842658800023
1.0578e-07,0.00015086419992000553
1.0579e-07,0.00014213693976000553
1.058e-07,0.00013340290328000556
1.0580999999999999e-07,0.00012466250732000558
1.0581999999999999e-07,0.00011591616932000556
1.0582999999999999e-07,0.00010716430728000556
1.0584e-07,9.840733977600232e-05
1.0585e-07,8.964568474400556e-05
1.0586e-07,8.087976086400557e-05
1.0587e-07,7.210998687600558e-05
1.0587999999999999e-07,6.333678188400557e-05
1.0588999999999999e-07,5.4560565044005576e-05
1.0589999999999999e-07,4.578175560000558e-05
1.0591e-07,3.700077299600233e-05
1.0592e-07,2.821803680400558e-05
1.0593e-07,1.9433966552005582e-05
1.0594e-07,1.0648981963205582e-05
1.0594999999999999e-07,1.8635027568855809e-06
1.0595999999999999e-07,-6.922051336874418e-06
1.0596999999999999e-07,-1.570726056719442e-05
1.0598e-07,-2.4491705243997675e-05
1.0599e-07,-3.327496557599442e-05
1.06e-07,-4.205662203999442e-05
1.0601e-07,-5.083625509199442e-05
1.0601999999999999e-07,-5.9613445203994425e-05
1.0602999999999999e-07,-6.838777301999443e-05
1.0603999999999999e-07,-7.715881938399443e-05
1.0605e-07,-8.592616519599769e-05
1.0606e-07,-9.468939164399443e-05
1.0607e-07,-0.00010344808017199444
1.0608e-07,-0.00011220181191999443
1.0608999999999999e-07,-0.00012095016939999444
1.0609999999999999e-07,-0.00012969273347999445
1.0610999999999999e-07,-0.00013842908775999445
1.0612e-07,-0.00014715881435999767
1.0613e-07,-0.00015588149571999445
1.0614e-07,-0.00016459671555999448
1.0615e-07,-0.00017330405715999448
1.0615999999999999e-07,-0.00018200310567999446
1.0616999999999999e-07,-0.00019069344423999448
1.0617999999999999e-07,-0.00019937465771999448
1.0619e-07,-0.00020804633211999772
1.062e-07,-0.0002167080527199945
1.0621e-07,-0.0002253594052399945
1.0622e-07,-0.00023399997711999452
1.0622999999999999e-07,-0.00024262935563999454
1.0623999999999999e-07,-0.00025124712779999456
1.0624999999999999e-07,-0.00025985288203999457
1.0626e-07,-0.0002684462080799977
1.0627e-07,-0.00027702669447999455
1.0628e-07,-0.00028559393139999457
1.0629e-07,-0.00029414750911999456
1.0629999999999999e-07,-0.0003026870197999946
1.0630999999999999e-07,-0.0003112120557199946
1.0631999999999999e-07,-0.00031972220887999456
1.0633e-07,-0.0003282170727199977
1.0634e-07,-0.0003366962419599946
1.0635e-07,-0.00034515931087999465
1.0636e-07,-0.00035360587491999463
1.0636999999999999e-07,-0.00036203553151999466
1.0637999999999999e-07,-0.00037044787723999466
1.0638999999999999e-07,-0.0003788425109599947
1.064e-07,-0.0003872190305199978
1.0641e-07,-0.0003955770365199947
1.0642e-07,-0.0004039161295199947
1.0643e-07,-0.0004122359102399947
1.0643999999999999e-07,-0.0004205359825599947
1.0644999999999999e-07,-0.00042881594931999477
1.0645999999999999e-07,-0.00043707541539999477
1.0647e-07,-0.00044531398535999783
1.0648e-07,-0.00045353126607999475
1.0649e-07,-0.0004617268648399948
1.065e-07,-0.0004699003900799948
1.0650999999999999e-07,-0.00047805145223999486
1.0651999999999999e-07,-0.0004861796608799949
1.0652999999999999e-07,-0.0004942846271599949
1.0654e-07,-0.0005023659652399978
1.0655e-07,-0.0005104232879599948
1.0656e-07,-0.0005184562109199948
1.0657e-07,-0.0005264643503999949
1.0657999999999999e-07,-0.0005344473238399949
1.0658999999999999e-07,-0.000542404749959995
1.0659999999999999e-07,-0.000550336247759995
1.0661e-07,-0.0005582414391199979
1.0662e-07,-0.0005661199463199949
1.0663e-07,-0.000573971392799995
1.0664e-07,-0.000581795403279995
1.0664999999999999e-07,-0.000589591604199995
1.0665999999999999e-07,-0.0005973596232799951
1.0666999999999999e-07,-0.0006050990892399952
1.0668e-07,-0.0006128096325199979
1.0669e-07,-0.0006204908841199951
1.067e-07,-0.0006281424771999952
1.0671e-07,-0.0006357640471999951
1.0671999999999999e-07,-0.0006433552286799953
1.0672999999999999e-07,-0.0006509156599599952
1.0673999999999999e-07,-0.0006584449795999953
1.0675e-07,-0.000665942827759998
1.0676e-07,-0.0006734088461599953
1.0677e-07,-0.0006808426782399953
1.0678e-07,-0.0006882439687199952
1.0678999999999999e-07,-0.0006956123640399953
1.0679999999999999e-07,-0.0007029475126399953
1.0680999999999999e-07,-0.0007102490635199954
1.0682e-07,-0.000717516668559998
1.0683e-07,-0.0007247499800399955
1.0684e-07,-0.0007319486521199954
1.0685e-07,-0.0007391123412399955
1.0685999999999999e-07,-0.0007462407051199955
1.0686999999999999e-07,-0.0007533334031999954
1.0687999999999999e-07,-0.0007603900969199956
1.0689e-07,-0.0007674104489999982
1.069e-07,-0.0007743941238799955
1.0691e-07,-0.0007813407879999956
1.0692e-07,-0.0007882501097999956
1.0692999999999999e-07,-0.0007951217589999956
1.0693999999999999e-07,-0.0008019554063199957
1.0694999999999999e-07,-0.0008087507270799957
1.0696e-07,-0.0008155073953999983
1.0697e-07,-0.0008222250893199957
1.0698e-07,-0.0008289034873999958
1.0699e-07,-0.0008355422697999958
1.0699999999999999e-07,-0.0008421411211199958
1.0700999999999999e-07,-0.0008486997251999958
1.0701999999999999e-07,-0.0008552177686399959
1.0703e-07,-0.0008616949401599983
1.0704e-07,-0.000868130930199996
1.0705e-07,-0.000874525431199996
1.0706e-07,-0.000880878138319996
1.0706999999999999e-07,-0.000887188747559996
1.0707999999999999e-07,-0.000893456957079996
1.0708999999999999e-07,-0.000899682468759996
1.071e-07,-0.0009058649841599983
1.0711e-07,-0.0009120042078799961
1.0712e-07,-0.0009180998466399962
1.0713e-07,-0.0009241516095999963
1.0713999999999999e-07,-0.0009301592074799962
1.0714999999999999e-07,-0.0009361223534399963
1.0715999999999999e-07,-0.0009420407621999963
1.0717e-07,-0.0009479141516399985
1.0718e-07,-0.0009537422407599963
1.0719e-07,-0.0009595247507199963
1.072e-07,-0.0009652614063999964
1.0720999999999999e-07,-0.0009709519330799964
1.0721999999999999e-07,-0.0009765960586399964
1.0722999999999999e-07,-0.0009821935135199964
1.0724e-07,-0.0009877440308799985
1.0725e-07,-0.0009932473454399965
1.0726e-07,-0.0009987031907599966
1.0727e-07,-0.0010041113127999966
1.0727999999999999e-07,-0.0010094714495999966
1.0728999999999999e-07,-0.0010147833463999966
1.0729999999999999e-07,-0.0010200467531999967
1.0731e-07,-0.0010252614055999987
1.0732e-07,-0.0010304270623999966
1.0733e-07,-0.0010355478482499988
1.0734e-07,-0.0010406109217999987
1.0734999999999999e-07,-0.0010456281293999936
1.0735999999999999e-07,-0.0010505953663999938
1.0736999999999999e-07,-0.0010555124005999937
1.0738e-07,-0.0010603789920000002
1.0739e-07,-0.0010651949072000002
1.074e-07,-0.0010699599274000002
1.0741e-07,-0.0010746738091999986
1.0741999999999999e-07,-0.001079336334799994
1.0742999999999999e-07,-0.0010839472875999942
1.0743999999999999e-07,-0.0010885064363999942
1.0745e-07,-0.0010930135746
1.0746e-07,-0.0010974684766000002
1.0747e-07,-0.0011018709346000003
1.0748e-07,-0.001106220741999999
1.0748999999999999e-07,-0.0011105176797999946
1.0749999999999999e-07,-0.0011147615569999944
1.0750999999999999e-07,-0.0011189521545999946
1.0752e-07,-0.0011230892882
1.0753e-07,-0.0011271727556
1.0754e-07,-0.0011312023534
1.0755e-07,-0.001135177897199999
1.0755999999999999e-07,-0.001139099191399995
1.0756999999999999e-07,-0.001142966053799995
1.0757999999999999e-07,-0.0011467782965999952
1.0759e-07,-0.0011505357420000001
1.076e-07,-0.0011542382134
1.0761e-07,-0.0011578855196000002
1.0762e-07,-0.0011614774983999992
1.0762999999999999e-07,-0.0011650139775999954
1.0763999999999999e-07,-0.0011684947815999956
1.0764999999999999e-07,-0.0011719197481999957
1.0766e-07,-0.0011752887118
1.0767e-07,-0.0011786015180000001
1.0768e-07,-0.0011818580012
1.0769e-07,-0.0011850580091999992
1.0769999999999999e-07,-0.0011882013841999959
1.0770999999999999e-07,-0.001191287980599996
1.0771999999999999e-07,-0.0011943176595999962
1.0773e-07,-0.00119729026
1.0774e-07,-0.0012002056496
1.0775e-07,-0.0012030636884
1.0776e-07,-0.0012058642363999993
1.0776999999999999e-07,-0.0012086071579999965
1.0777999999999999e-07,-0.0012112923309999966
1.0778999999999999e-07,-0.0012139196231999968
1.078e-07,-0.0012164889012000002
1.0781e-07,-0.0012190000528
1.0782e-07,-0.0012214529558000002
1.0783e-07,-0.0012238474867999995
1.0783999999999999e-07,-0.0012261835413999971
1.0784999999999999e-07,-0.0012284610017999971
1.0785999999999999e-07,-0.001230679760199997
1.0787e-07,-0.0012328397122
1.0788e-07,-0.0012349407466
1.0789e-07,-0.0012369827768000002
1.079e-07,-0.0012389701959999995
1.0790999999999999e-07,-0.0012408898939999986
1.0791999999999999e-07,-0.0012427526531999988
1.0792999999999999e-07,-0.001244557680799999
1.0794e-07,-0.0012463032451999997
1.0795e-07,-0.0012479892503999988
1.0796e-07,-0.0012496156223999989
1.0797e-07,-0.001251182279599999
1.0797999999999999e-07,-0.001252689153599999
1.0798999999999999e-07,-0.001254136169999999
1.0799999999999999e-07,-0.0012555232559999991
1.0801e-07,-0.0012568503415999995
1.0802e-07,-0.0012581173711999991
1.0803e-07,-0.0012593242875999992
1.0803999999999999e-07,-0.0012604710235999993
1.0804999999999999e-07,-0.0012615575307999994
1.0805999999999999e-07,-0.0012625837547999993
1.0806999999999999e-07,-0.0012635496499999994
1.0808e-07,-0.0012644551619999998
1.0809e-07,-0.0012653002595999995
1.081e-07,-0.0012660848939999997
1.0810999999999999e-07,-0.0012668090267999995
1.0811999999999999e-07,-0.0012674726207999995
1.0812999999999999e-07,-0.0012680756575999996
1.0813999999999999e-07,-0.0012686180983999997
1.0815e-07,-0.0012690999148
1.0816e-07,-0.0012695210939999996
1.0817e-07,-0.0012698816115999999
1.0817999999999999e-07,-0.0012701814448
1.0818999999999999e-07,-0.0012704205807999999
1.0819999999999999e-07,-0.0012705990167999998
1.0820999999999999e-07,-0.0012707167383999999
1.0822e-07,-0.00127077374
1.0823e-07,-0.0012707700144
1.0824e-07,-0.0012707055660000001
1.0824999999999999e-07,-0.0012705804048
1.0825999999999999e-07,-0.0012703945264000002
1.0826999999999999e-07,-0.0012701479424000002
1.0827999999999999e-07,-0.0012698406656000002
1.0829e-07,-0.0012694727132000001
1.083e-07,-0.0012690440980000002
1.0831e-07,-0.0012685548444000003
1.0831999999999999e-07,-0.0012680049752000003
1.0832999999999999e-07,-0.0012673945176000004
1.0833999999999999e-07,-0.0012667234944000003
1.0834999999999999e-07,-0.0012659919400000012
1.0836e-07,-0.0012651998944000005
1.0837e-07,-0.0012643473976000005
1.0838e-07,-0.0012634344824000007
1.0838999999999999e-07,-0.0012624611932000006
1.0839999999999999e-07,-0.0012614275800000006
1.0840999999999999e-07,-0.0012603336928000007
1.0841999999999999e-07,-0.001259179581600002
1.0843e-07,-0.0012579653036000008
1.0844e-07,-0.0012566909116000008
1.0845e-07,-0.001255356470000001
1.0845999999999999e-07,-0.001253962041600001
1.0846999999999999e-07,-0.001252507700800001
1.0847999999999999e-07,-0.001250993506000001
1.0848999999999999e-07,-0.0012494195360000025
1.085e-07,-0.001247785859200001
1.0851e-07,-0.001246092564400001
1.0852e-07,-0.0012443397228000012
1.0852999999999999e-07,-0.001242527423200001
1.0853999999999999e-07,-0.0012406557512000013
1.0854999999999999e-07,-0.0012387248012000014
1.0855999999999999e-07,-0.001236734651600003
1.0857e-07,-0.0012346854084000012
1.0858e-07,-0.0012325771700000014
1.0859e-07,-0.0012304100336000014
1.0859999999999999e-07,-0.0012281841064000014
1.0860999999999999e-07,-0.0012258994912000016
1.0861999999999999e-07,-0.0012235562952000016
1.0862999999999999e-07,-0.001221154635600004
1.0864e-07,-0.0012186946252000016
1.0865e-07,-0.0012161763740000016
1.0866e-07,-0.0012136000136000016
1.0866999999999999e-07,-0.0012109656624000016
1.0867999999999999e-07,-0.0012082734520000016
1.0868999999999999e-07,-0.0012055235008000017
1.0869999999999999e-07,-0.0012027159476000046
1.0871e-07,-0.001199850920800002
1.0872e-07,-0.001196928562000002
1.0873e-07,-0.001193949014000002
1.0873999999999999e-07,-0.001190912409600002
1.0874999999999999e-07,-0.001187818900400002
1.0875999999999999e-07,-0.001184668632000002
1.0876999999999999e-07,-0.001181461758800005
1.0878e-07,-0.001178198426400002
1.0879e-07,-0.0011748787964000022
1.088e-07,-0.001171503031600002
1.0880999999999999e-07,-0.001168071284800002
1.0881999999999999e-07,-0.0011645837204000023
1.0882999999999999e-07,-0.0011610405084000023
1.0883999999999999e-07,-0.0011574418188000058
1.0885e-07,-0.0011537878216000023
1.0886e-07,-0.0011500786940000023
1.0887e-07,-0.0011463146088000024
1.0887999999999999e-07,-0.0011424957504000024
1.0888999999999999e-07,-0.0011386223016000025
1.0889999999999999e-07,-0.0011346944424000026
1.0890999999999999e-07,-0.0011307123600000064
1.0892e-07,-0.0011266762516000026
1.0893e-07,-0.0011225863028000026
1.0894e-07,-0.0011184427152000026
1.0894999999999999e-07,-0.0011142456844000026
1.0895999999999999e-07,-0.0011099954076000027
1.0896999999999999e-07,-0.0011056920920000028
1.0897999999999999e-07,-0.001101335940400007
1.0899e-07,-0.0010969271600000028
1.09e-07,-0.0010924659680000028
1.0901e-07,-0.0010879525772000027
1.0901999999999999e-07,-0.0010833871976000029
1.0902999999999999e-07,-0.001078770046400003
1.0903999999999999e-07,-0.001074101350800003
1.0904999999999999e-07,-0.0010693813264000076
1.0906e-07,-0.001064610204800003
1.0907e-07,-0.001059788211600003
1.0908e-07,-0.0010549155740000031
1.0908999999999999e-07,-0.0010499925292000033
1.0909999999999999e-07,-0.0010450193172000031
1.0910999999999999e-07,-0.0010399961636000032
1.0911999999999999e-07,-0.001034923317200008
1.0913e-07,-0.0010298010164000032
1.0914e-07,-0.0010246295056000033
1.0915e-07,-0.0010194090348000034
1.0915999999999999e-07,-0.0010141398540000034
1.0916999999999999e-07,-0.0010088222132000034
1.0917999999999999e-07,-0.0010034563624000035
1.0918999999999999e-07,-0.0009980425667200086
1.092e-07,-0.0009925810791600034
1.0921e-07,-0.0009870721601200035
1.0922e-07,-0.0009815160741600036
1.0922999999999999e-07,-0.0009759130867200036
1.0923999999999999e-07,-0.0009702634652400036
1.0924999999999999e-07,-0.0009645674798800036
1.0925999999999999e-07,-0.0009588254038000091
1.0927e-07,-0.0009530375095600037
1.0928e-07,-0.0009472040749200037
1.0929e-07,-0.0009413253784400037
1.0929999999999999e-07,-0.0009354017002800038
1.0930999999999999e-07,-0.0009294333243200038
1.0931999999999999e-07,-0.0009234205348400039
1.0932999999999999e-07,-0.0009173636194400096
1.0934e-07,-0.0009112628685600039
1.0935e-07,-0.0009051185724800039
1.0936e-07,-0.0008989310248000039
1.0936999999999999e-07,-0.0008927005212400039
1.0937999999999999e-07,-0.000886427359960004
1.0938999999999999e-07,-0.000880111840680004
1.0939999999999999e-07,-0.0008737542648400101
1.0941e-07,-0.000867354935880004
1.0942e-07,-0.0008609141599600041
1.0943e-07,-0.0008544322448000041
1.0943999999999999e-07,-0.0008479094998400041
1.0944999999999999e-07,-0.0008413462365200042
1.0945999999999999e-07,-0.0008347427690000042
1.0946999999999999e-07,-0.0008280994130000105
1.0948e-07,-0.0008214164852400043
1.0949e-07,-0.0008146943048800043
1.095e-07,-0.0008079331940800043
1.0950999999999999e-07,-0.0008011334751200043
1.0951999999999999e-07,-0.0007942954721600044
1.0952999999999999e-07,-0.0007874195130800044
1.0953999999999999e-07,-0.000780505926160011
1.0955e-07,-0.0007735550422800045
1.0956e-07,-0.0007665671920000044
1.0957e-07,-0.0007595427103600044
1.0957999999999999e-07,-0.0007524819329200045
1.0958999999999999e-07,-0.0007453851961200046
1.0959999999999999e-07,-0.0007382528398400045
1.0960999999999999e-07,-0.0007310852050800114
1.0962e-07,-0.0007238826335600046
1.0963e-07,-0.0007166454694400047
1.0964e-07,-0.0007093740591600046
1.0964999999999999e-07,-0.0007020687490000046
1.0965999999999999e-07,-0.0006947298892800046
1.0966999999999999e-07,-0.0006873578298400046
1.0967999999999999e-07,-0.0006799529232800117
1.0969e-07,-0.0006725155236000047
1.097e-07,-0.0006650459855200048
1.0971e-07,-0.0006575446654800048
1.0971999999999999e-07,-0.0006500119233600048
1.0972999999999999e-07,-0.0006424481180000047
1.0973999999999999e-07,-0.0006348536110000048
1.0974999999999999e-07,-0.0006272287646400122
1.0976e-07,-0.0006195739445200049
1.0977e-07,-0.0006118895154800048
1.0978e-07,-0.0006041758444000049
1.0978999999999999e-07,-0.0005964333007200049
1.0979999999999999e-07,-0.000588662253720005
1.0980999999999999e-07,-0.0005808630745600049
1.0981999999999999e-07,-0.0005730361359600124
1.0983e-07,-0.000565181812360005
1.0984e-07,-0.000557300478760005
1.0985e-07,-0.000549392511600005
1.0985999999999999e-07,-0.000541458288600005
1.0986999999999999e-07,-0.000533498188480005
1.0987999999999999e-07,-0.000525512592400005
1.0988999999999999e-07,-0.0005175018816400127
1.099e-07,-0.0005094664386400052
1.0991e-07,-0.0005014066478400052
1.0992e-07,-0.0004933228935200052
1.0992999999999999e-07,-0.00048521556256000514
1.0993999999999999e-07,-0.00047708504224000514
1.0994999999999999e-07,-0.0004689317202800052
1.0996e-07,-0.00046075598684000216
1.0997e-07,-0.0004525582329200052
1.0998e-07,-0.00044433884952000525
1.0999e-07,-0.00043609822908000523
1.0999999999999999e-07,-0.00042783676604000526
1.1000999999999999e-07,-0.00041955485540000527
1.1001999999999999e-07,-0.0004112528914400053
1.1003e-07,-0.0004029312717600022
1.1004e-07,-0.0003945903946400053
1.1005e-07,-0.0003862306573600053
1.1006e-07,-0.0003778524590800053
1.1006999999999999e-07,-0.00036945620124000534
1.1007999999999999e-07,-0.00036104228440000534
1.1008999999999999e-07,-0.0003526111107200054
1.101e-07,-0.00034416308248000224
1.1011e-07,-0.0003356986038400054
1.1012e-07,-0.0003272180790800054
1.1013e-07,-0.0003187219136400054
1.1013999999999999e-07,-0.0003102105135200054
1.1014999999999999e-07,-0.0003016842847200054
1.1015999999999999e-07,-0.0002931436346800054
1.1017e-07,-0.00028458897212000223
1.1018e-07,-0.00027602070460000543
1.1019e-07,-0.00026743924272000546
1.102e-07,-0.0002588449963200055
1.1020999999999999e-07,-0.00025023837512000544
1.1021999999999999e-07,-0.00024161979056000547
1.1022999999999999e-07,-0.00023298965536000548
1.1024e-07,-0.00022434838036000228
1.1025e-07,-0.00021569637988000552
1.1026e-07,-0.00020703406632000551
1.1027e-07,-0.00019836185428000552
1.1027999999999999e-07,-0.00018968015688000553
1.1028999999999999e-07,-0.00018098939044000552
1.1029999999999999e-07,-0.00017228996864000553
1.1031e-07,-0.0001635823085200023
1.1032e-07,-0.00015486682548000554
1.1033e-07,-0.00014614393568000554
1.1034e-07,-0.00013741405612000554
1.1034999999999999e-07,-0.00012867760380000555
1.1035999999999999e-07,-0.00011993499572000556
1.1036999999999999e-07,-0.00011118665032000556
1.1038e-07,-0.00010243298559200232
1.1039e-07,-9.367441935200557e-05
1.104e-07,-8.491137007600557e-05
1.1041e-07,-7.614425653600557e-05
1.1041999999999999e-07,-6.737349760400557e-05
1.1042999999999999e-07,-5.859951225200557e-05
1.1043999999999999e-07,-4.9822719696005575e-05
1.1045e-07,-4.104353930800233e-05
